company,name,location,salary,edu,experience,skills,demand,发布日期
深圳深斯人工智能科技,大模型算法工程师,深圳,50-80K·13薪,本科,3-5年,大模型,"岗位职责1. 负责大数据技术与机器学习技术的研究与应用,如推荐系统、图像识别、NLP等2. 设计与开发复杂的机器学习模型,如深度学习神经网络模型、随机森林模型、GBDT模型等 3. 利用大数据处理框架,如Spark, PySpark, TensorFlow等开展模型的训练与优化4. 利用数据挖掘与机器学习的方法进行数据分析与特征工程,发现数据中的价值信息 5. 熟悉Linux环境,能够进行代码的编写、调试和性能优化6. 跟踪机器学习和大数据领域最新的技术和框架,并进行应用探索任职要求1. 取得本科以上学历,计算机科学、统计学、数学，人工智能，工程学等相关专业 2. 3-5年数据科学或深度学习语言模型方面的专业知识。3. 精通机器学习相关算法与技术,如CNN、RNN、GBDT、随机森林等,熟练使用TensorFlow、PyTorch等框架 4. 精通Python、Java或C/C++等编程语言,熟悉Linux系统 5. 具备良好的数据分析能力与业务理解能力,表现出较强的学习与解决问题的能力 6. 优秀的团队合作精神和沟通能力",2024-01-22
滴滴,LLM专家算法工程师,北京,40-70K,本科,5-10年,大模型算法 端到端,"1、参与企业效能协同办公场景下生成式AI的算法研究与产品落地；2、参与LLM相关数据处理与模型训练的工作，配合产品完成业务相关的需求及指标；3、跟踪研究业界LLM新算法及技术，并将其应用于效能场景的实际产品中。任职资格：1、具有计算机及相关专业本科以上学历，3年及以上工作经验（优先）；2、熟悉前沿AIGC产品，如Stable Diffusion、MidJourney、ChatGPT等；3、具有端到端大语言模型研究和落地优化经验，熟悉常用模型/算法，如Transformer、Attention等；4、工程能力强，熟练掌握PyTorch、TensorFlow等深度学习框架，熟悉Linux开发环境，熟悉C/C++和脚本编程语言（如Shell, Python等）；5、具有良好的逻辑思维能力，主动性强，注重细节，善于团队合作。",2024-05-17
算想未来,大模型算法工程师【兼职】,北京,200-400元/时,本科,5-10年,GenAI AIGC PyTorch JAX GPU LLM,工作周期：长期兼职每周工期：2-3天工作时间：不限工作时段：不限结算方式：月结招聘截止时间：2024-04-21工作亮点- 业界最热门的大模型及 AGI 赛道初创团队- Google 等世界顶级大模型 AI 算力平台技术专家带队；- 解决中国算力卡脖子难题，为中国大模型团队提供低成本、高性价比算力；- 与全球业界顶尖工程团队、高校教授、研究机构定时交流前沿技术；- 混合办公（北京、或远程）、平等沟通、极致扁平化团队；- 内部信息完全公开，为工程师打开产品、商业的大门；关键词Python、PyTorch、JAX、自然语言处理 NLP、良好英文读写能力、LLM、Generative AI、AIGC、Linux基础能力要求- 抱有 AI 信仰、坚信 AI 改变世界- 有强烈意愿让大模型普惠千行百业- 计算机及计算机相关专业本科或以上学历；熟悉计算机科学基本知识：分布式系统原理、计算机网络、数据结构和算法- 享受软件开发的过程、业余时间写代码放松；享受高质量代码、坚持高质量软件工程实践（架构、编码、测试、集成）、持续关注前沿技术- 乐于并且善于与团队进行远程合作，在各种场合下卓越的沟通能力（代码、文档、即时通信工具、音视频会议、线下会议等等）- 敢于挑战，追求卓越，有创新精神和研发热情能力要求- 熟练阅读英文人工智能研究论文、AI 技术文档- 熟练进行书面英文沟通：GitHub、Email、英文技术文档写作- 熟悉 NLP 理论和算法- 熟悉 Transformer 系列模型架构和原理；- 精通 PyTorch；熟悉 TensorFlow、JAX、Mojo 等新型 AI 框架；- 熟练使用 Megatron-LM、DeepSpeed 等至少一种模型训练框架，掌握模型并行、流水线并行、数据并行等并行训练技术；- 熟悉大模型推理优化技术，包括但不限于 layer fusion、kernel fusion、quantization、paged attention 等技术；岗位职责- 实现无代码微调功能，编写大模型微调算法模板；为云原生大模型算力云平台提供需求指引；- 编写流行大模型预训练、精调、推理代码，在大模型算力平台上进行测试；并向算力平台研发团队提出功能、性能要求；- 优化大模型训练、微调、推理框架；引入前沿优化算法，提升大模型算力平台软件适配最新优化算法的能力；- 向大模型社区宣传算想未来的云原生大模型算力平台软件能力、功能、使用体验；扩大算想未来在大模型社区中的技术影响力；薪酬待遇- 20-40K x 12薪- 丰厚期权工作地点- 北京、上海、苏州、或远程联系人- 巩女士：Email：************，手机：***********（微信同手机号）,2024-02-10
登临科技,大模型算法专家,杭州,35-65K,硕士,5-10年,megatron deepspeed LLaMA Pytorch Transformer NLP 华为盘古 CV,工作职责：1 将业界开源大模型在公司硬件平台上面落地，包括但不限于GPT、LLaMA、GLM、Bloom等。2 完成开源大模型在公司硬件平台上面的推理性能和精度的分析。3 完成开源大模型在公司硬件平台上面的训练收敛和性能的调试。4 完成megatron和deepspeed等模型并行框架集成到公司硬件平台。任职要求：1.计算机或人工智能相关专业硕士及以上学历；2.自然语言处理和计算机视觉知识一个方向有深入了解；3.熟练掌握Python、C/C++等开发语言，熟悉Pytorch /TensorFLow等至少一种框架；4.具备CV，NLP大模型训练经验者优先，如CAE、MAE、Transformer、Diffusion等LLM相关经验；5.具备业界典型大模型训练和调优经验者优先，如百度文心VIMER、华为盘古、BERT、GPT-3等LLM相关经验；6.具有分布式通讯相关经验优先。7.具有deepspeed和megatron等开源框架相关经验优先。,2024-01-08
爱诗科技,算法工程师,北京,40-50K·15薪,硕士,3-5年,多模态 大模型 视频生成 预训练 aigc 图像算法 NLP 强化学习,职位描述1、人工智能、自然语言处理和强化学习等领域开展前沿技术探索和研究、推动技术落地到公司产品2、探索基于多模态信息的视觉内容生成技术，跟进AIGC领域前沿进展3、与工程、产品团队深度合作，落地成熟的AIGC算法，提供极致的用户体验职位要求 1、在多模态、NLP、计算机视觉和强化学习某个领域有较深入的研究，包括但不限于模型预训练(文本、多模态)、LLM/chatGPT、文本判别/抽取/生成、强化学习、图像/视频/音频特征提取、自监督学习等2、熟练掌握Python，熟悉至少一种主流机器学习框架（PyTorch/TensorFlow）3、熟悉深度学习算法（CNN/Transformer/Word2Vec/ELMo/GPT/BERT/BLOOM/chatGPT/Diffusion/Vision-Language Pretrain等）4、有强烈的工作责任心，良好的团队合作精神，较好的学习能力、沟通能力和自驱力5、有良好的工作文档习惯，及时按要求撰写更新工作流程及技术文档- 加分项- 有图像生成、多模态或NLP方向顶会（NeurIPS、ICML、ICLR、CVPR、ICCV、ACL、NAACL、EMNLP、KDD等）论文- 在Kaggle、COCO、ImageNet、ActivityNet、ICPC、ACM、NOI/IOI等比赛获奖- 有游戏美术生成或广告创意生成相关工作经历- 有自己的技术产品、开源作品或活跃的开源社区贡献者,2024-02-29
上海渠恩企业管理咨询,多模态算法工程师,上海,50-80K·16薪,本科,3-5年,视频生成，图像生成,职位描述1、大模型技术链路相关基础模块的算法设计与工程实现；2、大模型落地应用的方案设计与系统实现； 3、大模型应用创新设计与开发； 4、 大模型基础能力，高阶能力，领域适配能力的效果提升和优化； 5、大规模数据高效解析，挖掘和统计的方案设计和开发。职位要求1、有机器学习、自然语言处理、计算机视觉或相关领域的硕士或博士学位； 2、具有3年以上大规模语言模型和多模态模型开发和优化的经验； 3、具备快速复现和改良开源模型的能力，深入理解目前主流大模型的技术框架以及核心问题； 4、有过硬的代码实践经验，熟练使用Pytorch/Megatron-deepspeed/Megatron-LM等分布式训练框架，深入理解transformer，LSTM，GNN，Stable Diffusion，GAN等神经网络的基础结构与实现细节； 5、有强化学习系统化落地实施经验的同学优先；有开源代码贡献的优先；有较好学术成果的同学优先；有ACM竞赛经历且有突出结果的优先。,2024-09-24
唯品会,NLP算法工程师/专家 (MJ015521),深圳,30-60K,本科,3-5年,NLP AIGC 大模型 生成式对话 大数据处理 TB级数据,岗位职责:1. 负责电商场景商品图谱构建工作，包括但不限于预训练、实体和关系挖掘、商品标签挖掘（属性、卖点、场景主题等）、评价文本分析等；2. 负责商品图谱的应用工作，包括但不限于产品前端应用、主题组货、搜索推荐、商家工具等；3. 跟进NLP领域前沿技术，将SOTA模型应用于商品图谱，提升搜索推荐效率和体验，提升商家运营效率岗位要求:1. 5年以上工作经验，良好的自然语言处理、机器学习等方面的技术背景，同时具备多模态技术背景者优先；2. 有商品理解、内容理解、广告素材理解、搜索推荐广告、多模态预训练、多模态检索等项目经历者优先；3. 对数据敏感，有较强的数据分析和问题解决能力，有较强的工程能力者优先；4. 熟练掌握Pytorch/Tensorflow等一种深度学习平台，熟练掌握常用的数据结构和算法，熟练掌握Python/Java/C++中至少一门编程语言；5. 有自驱力和求知欲，善于学习新事物；有责任心，良好的沟通能力及团队合作精神,2024-05-27
深圳市精锋医疗科技股份有限公司,控制算法工程师,深圳,30-60K·14薪,本科,3-5年,机器人 医疗,职责描述：1.负责机器人运动学算法的开发与调试，包括但不局限正逆运动学、雅克比建模和运动学标定等；2.负责机器人动力学算法的开发与调试，包括但不局限于动力学建模、动力学参数辨识等；3.负责机器人在线及离线的路径规划或轨迹规划算法开发与调试；4.负责机器人力控算法开发与调试，包括但不局限于零力控制、阻抗控制等；5.负责冗余自由度机器人零空间控制算法开发与调试；6.负责机器人关节及操作空间运动控制器的开发与调试；7.根据产品规划、系统构架和功能需求完成相关控制程序开发与调试，不断的对控制系统进行完善；8.参与医疗机器人控制系统的规划与方案设计，参与控制系统的硬件搭建及调试；9.从产品角度对相关算法及软件制定测试方案及测试用例，分析测试结果及数据，进行算法及软件的迭代开发。任职要求：1.硕士及以上学历，自动化、电子工程、计算机、机械工程等相关专业；2.至少熟悉岗位职责1~6中的三个方向；3.两年以上工作经验，具备扎实的机器人学相关知识，具有完整的机器人运动控制研发经历；4.具有较强的编程能力（C++、PLC（IEC 61131-3 标准）等），具有较强的实践设计能力；5.熟悉多轴控制器、驱动器及伺服电机的使用及调试，熟悉EtherCat、Can/CanOpen等现场总线通讯模式；6.工作积极认真，责任心强；能够独立完成设计研发项目；具有良好的团队合作意识；具有良好的沟通、协调、解决问题能力；7.具有良好的英文阅读及沟通能力，有团队管理能力更佳；加分项：1）编程能力突出；2）数学能力突出，善于利用各种数学方法及工具（矩阵计算与分析、优化计算、人工智能等）解决机器人算法问题。,2024-11-28
光云科技,算法专家（AIGC）,杭州,50-80K·13薪,硕士,5-10年,业务导向 语音/图像识别 Python AIGC CV NLP,岗位职责：1.负责AIGC模型相关训练优化算法研究和落地，结合业务数据实现商品模特图换脸/换衣服等模型2.负责Diffusion Model等模型迭代训练、Prompt工程研究和实现3.结合公司业务需求，设计并实施创新的算法解决方案，提高图像生成质量和效率。4.与团队成员密切合作，确保算法的集成和优化，满足项目要求。5.深入理解业务数据，提出并实施数据驱动的方法，优化图像生成算法。任职资格：1. 3年以上算法相关工作经验，本科学历以上，计算机相关专业。2. 有GPT/Llama/Diffusion Model/ControlNet模型优化和训练经验。3. 具备优秀的编码能力和逻辑思维能力，计算机专业知识扎实，熟悉常用数据结构。4. 具备优秀的问题分析和解决能力，良好的业务理解能力，团队合作与沟通能力，优秀的自驱能力。,2024-11-14
上海艾瑞市场咨询,大模型应用开发工程师,成都,140-170元/天,本科,5天/周 5个月,python NLP 深度学习 计算机专业,"【工作职责】1、研发基于大语言模型的垂直领域应用；2、负责针对细分业务场景的数据处理、模型微调、Prompt Tuning、Prompt Engeering等研发工作,适应场景需求,达到业务目标；3、参与大语言模型应用方案的设计。【职位要求】1、2024届应届毕业生，本科或以上学历，计算机、数学、人工智能等相关专业优先；2、熟练使用Linux工作环境，熟练掌握python，掌握一个典型深度学习框架：TensorFlow、Pytorch等；3、掌握各种NLP算法或文生图算法并对常用算法模型有实践经验；4、对NLP主流大模型如GPT3/chatGPT/T5/PaLM/LLaMA/GLM等的原理和差异有深入的理解；5、熟悉Transformer等开源训练架构，熟悉Lora或QLoRa进行模型微调；6、熟悉常见的模型小型化技术，如量化/剪枝/蒸馏等，熟悉onnx/tensorRT者优先；7、具备多模态AIGC大模型训练、微调经验者优先，如GAN、Diffusion、AutoRegressive等相关经验。有转正机会！",2024-08-07
百度,AIGC算法工程师,北京,25-50K·16薪,硕士,1-3年,AI 大模型,工作职责：-负责电商AIGC的算法研究，包括但不限于提示工程（包括few-shot，CoT，ReAct等ICL方法），LLM微调&对齐，diffusion模型，多模态生成等研发工作-负责电商AIGC项目的大模型搭建和落地工作-结合产品需求，从prompt优化、模型Finetune等方面优化AI生成的效果-跟进AI生成模型在AI智能导购、电商直播数字人产品中的应用，进行效果跟踪、数据分析，并及时优化职责要求：-计算机、统计、数学等相关专业，具备扎实的数理统计基础和良好的科研素养，能熟读专业论文，有复杂算法的设计、实现、分析和调优能力-掌握NLP基本算法、常用深度学习算法，并在如下一个或多个相关方向有深入研究：语言模型，问答系统，信息抽取或检索，扩散模型等-具备扎实的编程功底，熟练使用paddlepaddle/Pytorch/tensorflow等主流深度学习框架，熟练使用C++/Python/Go等至少一种编程语言，熟悉Linux开发环境-有良好的学习能力和创新思维，能够与团队良好合作和沟通，工作积极主动，自驱力强-有AIGC相关产品落地经验者优先-在ACL、NAACL、EMNLP、COLING、NIPS、ICML、AAAI等相关会议发表论文者优先-在NLP相关领域（如LIC等）竞赛取得名次者优先-有电商领域工作经验优先,2024-03-12
ECI,大模型算法工程师,北京,20-30K,本科,3-5年,大模型,岗位职责：1. 负责大模型（类似GPT-3、ChatGPT等）的算法代码编写和模型训练2. 负责基于垂直领域数据的基础大模型适配和调优3. 需参与前沿论文复现、模型技术调研、数据收集及清洗、模型评估及迭代等环节任职要求：1. 人工智能、计算机、数学/统计等相关专业，本科及以上学历2. 有人工智能项目实际落地经验，有NLP项目的优先3. 需了解GPT-3、InstructGPT、ChatGPT等大模型的基础原理3. 在领域内学术期刊、顶级会议上有发表过论文的优先4. 有分布式模型训练经验的优先5. 有大模型Finetune项目经验的优先6. 了解强化学习的优先,2024-05-17
巨人网络,大模型算法工程师,上海,40-70K·15薪,硕士,1-3年,大模型算法,职位描述：1.参与大模型在游戏业务场景下的算法研发、落地，包括智能NPC、AI Agents智能体生态等构建2.参与大模型在办公场景的算法研发、应用，包括智能客服、代码生成、翻译等3.紧跟前沿技术、参与关键技术创新、突破与积累任职要求：1.具有基于LLM模型的应用探索经验，包括但不限于AutoGPT、Generative Agents等2.对NLP、多模态等大模型有预训练、微调、推理优化等知识背景和经验优先3.热爱技术创新，对新技术有强烈的好奇心和求知欲4.在顶级会议(如：ACL、EMNLP、NAACL、AAAI、IJCAI等）发表过论文优先5.优秀的工程落地能力，掌握DeepSpeed、Megatron等训练框架，具备大规模语言模型训练和应用落地经验,2024-11-13
荣耀终端有限公司,规划决策算法工程师,上海,30-50K·16薪,硕士,5-10年,大模型 深度学习 决策规划,岗位职责1. 参与搭建综合意图理解体系，运用大模型、深度学习等技术深入分析用户数据，融合多种模态内容理解、视觉语义理解及NLP相关技术，提升在综合理解能力。2. 参与大规模行为、推荐预训练模型，用户数据挖掘、数据质量评估、embedding抽取，持续优化并时刻保持技术先进性，将业界SOTA模型落地并改进以获取业务线上收益。3. 参与大模型预训练、微调、推理加速等工作。任职要求1. 学历：全日制本科及以上2. 经验：5年以上人工智能算法领域经验3. 岗位相关技能：大模型技术、多模态技术、强化学习,2024-03-05
智谱华章,NLP算法【大模型】实习生,北京,250-350元/天,硕士,3天/周 6个月,Python PyTorch 自然语言处理项目经验 有国际期刊/会议论文发表 大模型微调,岗位职责： 1.大模型在科技情报应用场景上的探索和落地，结合实际数据实现对大模型的预训练、微调等，以应用在实际场景中；2.在大模型和NLP方向上研发相关的前沿算法和经典算法的落地应用； 3.参与算法工程和部分后端工程的迭代开发。 任职要求： 1.统招硕士及以上学历，计算机、人工智能或相关专业，NLP有限； 2.扎实的编程基础，熟悉PyTorch深度学习框架及任一深度学习框架； 3.熟悉语言模型和预训练模型的基础原理，有相关方向的经验，有相关顶会论文优先； 4.具备良好的学习能力和团队合作精神，责任心强。5.需要到公司实地实习，每周至少4天,2024-04-21
蚂蚁集团,蚂蚁集团-NLP大模型算法工程师-北京/杭州,杭州,35-65K·16薪,硕士,3-5年,NLP大模型 AI顶会论文 chatGPT 深度学习框架 大模型训练调优 模型小型化 大模型训练框架 onnx/tensorRT,智能交互技术部负责蚂蚁集团对话、数字人、语音等相关AI技术的研发工作，支持蚂蚁智能客服、理财/保险支小宝、外呼平台等场景，是蚂蚁对话大模型核心研发团队。1. NLP大模型前沿探索，推动NLP大模型效果达到行业领先2. 解决大模型生成内容的可控可信度不足、推理效率低的问题，解决大模型业务落地的技术障碍3. 协同跨团队技术和业务同学共同达成技术和业务目标职位要求1. 计算机相关专业获得硕士学位， 博士优先， 发表过大模型相关研究AI顶会论文优先；2. 对NLP主流大模型如GPT3/chatGPT/T5/PaLM/LLaMA/GLM等的原理和差异有深入的理解；3. 熟练掌握主流深度学习框架pytorch/tensorflow，大模型训练框架Megatron-LM/Deepspeed等多机多卡方案，有百亿/千亿NLP大模型训练调优经验优先；4. 熟悉常见的模型小型化技术，如量化/剪枝/蒸馏等，熟悉onnx/tensorRT；5. 有良好的代码开发能力，有开源项目开发经验优先。,2024-03-05
南讯软件,算法专家,杭州,30-60K,硕士,3-5年,智能营销 营销推荐,职责描述：1、负责NLP相关核心技术研发及前沿算法跟踪，根据产品需求完成技术转化，推动业务发展；2、测试和调试优化算法模型；3、负责智能营销方向的算法搭建和优化，确保精度/速度/可扩展性等指标领先；4、关注和推进相关前沿技术在电商、零售行业业务场景的落地，为其业务场景提供决策支持；5、负责AI算法的前沿技术跟踪和创新方案设计、实现，提升数据应用能力，提出新的算法解决业务难题并沉淀新算法。任职要求：1、硕士及以上学历，统计、数学、数据挖掘、经济学等拥有定量分析背景专业为佳；2、掌握NLP/CV/多模态中至少一种编程语言，掌握常用的软件设计模式；3、有较强的AI平台工程搭建和优化经历，能够将AI业务场景、算法、系统很好的结合，并能快速地支撑好市场项目；4、有从0到1数据挖掘、机器学习、算法落地的项目实践经验优先，有智能决策相关项目落地经验优先；5、在大模型领域，主导过大影响力的项目或论文者优先，了解AIGC、AI Agent、LUI+GUI、no app等6、务实，责任心强，善于和业务横向沟通。,2024-01-26
